animal_id,animal_subid,animal_area_pkid,animal_shelter_pkid,animal_place,animal_kind,animal_sex,animal_bodytype,animal_color,animal_age,animal_sterilization,animal_bacterin,animal_foundplace,animal_title,animal_status,animal_remark,animal_caption,animal_opendate,animal_closeddate,animal_update,animal_createtime,shelter_name,album_name,album_file,album_base64,album_update,cDate,shelter_address,shelter_tel
1.06022E+13,1.06022E+13,22,82,金門縣動物收容中心,狗,M,MEDIUM,黑白,CHILD,F,T,金沙鎮,,OPEN,,,2017/2/21,2999/12/31,2017/7/9 23:46,2017/2/21 16:03,金門縣動物收容中心,,http://animal-adoption.coa.gov.tw/uploads/animal_album/82/fcf59b63b0c8353bbb3f686333573d09.jpg,,,2017-07-10T00:02:21.397,金門縣金湖鎮裕民農莊20號,082-336625
1.06022E+13,1.06022E+13,22,82,金門縣動物收容中心,狗,M,MEDIUM,棕色,CHILD,F,T,金沙鎮,,OPEN,,,2017/2/21,2999/12/31,2017/7/9 23:46,2017/2/21 16:03,金門縣動物收容中心,,http://animal-adoption.coa.gov.tw/uploads/animal_album/82/561b62828358c4f08fd46fdb8e586881.jpg,,,2017-07-10T00:02:21.413,金門縣金湖鎮裕民農莊20號,082-336625
1.06022E+13,1.06022E+13,22,82,金門縣動物收容中心,狗,M,MEDIUM,棕色,CHILD,F,T,金沙鎮,,OPEN,,,2017/2/21,2999/12/31,2017/7/9 23:46,2017/2/21 16:05,金門縣動物收容中心,,http://animal-adoption.coa.gov.tw/uploads/animal_album/82/51289cfaac14511c0290de3ff4b8d443.jpg,,,2017-07-10T00:02:21.443,金門縣金湖鎮裕民農莊20號,082-336625
1.06022E+13,1.06022E+13,22,82,金門縣動物收容中心,狗,M,MEDIUM,黃白,CHILD,F,T,金沙鎮,,OPEN,,,2017/2/21,2999/12/31,2017/7/9 23:46,2017/2/21 16:05,金門縣動物收容中心,,http://animal-adoption.coa.gov.tw/uploads/animal_album/82/e1d49d416e9cc8a137ceec58e621c3d0.jpg,,,2017-07-10T00:02:21.46,金門縣金湖鎮裕民農莊20號,082-336625
1.06063E+13,10605260016,10,91,中途動物醫院,狗,F,MEDIUM,黑色,CHILD,T,N,,,OPEN,我在南屯區 大原動物醫院開放認養 歡迎來電詢問04-23891108,,2017/6/30,2999/12/31,2017/7/9 23:46,2017/6/30 15:14,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/a1e45361d4086088ac879f33ff3b905a.png,,,2017-07-10T00:03:05.25,,
1.06022E+13,10602080008,10,91,中途動物醫院,狗,F,MEDIUM,黑色,CHILD,T,N,,,OPEN,我在西屯區 六順動物醫院開放認養 歡迎來電詢問04-27015049,,2017/2/21,2999/12/31,2017/7/9 23:46,2017/2/21 16:23,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/b5d6f9d21cbcca7d1f911f3d0b3fb119.png,,,2017-07-10T00:02:21.477,,
1.04071E+13,10406100004,10,91,中途動物醫院,貓,F,SMALL,虎斑,CHILD,T,N,,,OPEN,我在大里區愛普生動物醫院等待認養~Tel:04-24950118~,,2015/7/6,2999/12/31,2017/7/9 23:46,2015/7/6 16:21,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/bd27fc3a9c6de34b7dfeaa55e12c0197.png,,,2017-07-10T00:00:01.833,,
1.04063E+13,10406190003,10,91,中途動物醫院,貓,M,SMALL,黃白,CHILD,T,N,,,OPEN,我在東區安生動物醫院等待認養~Tel:04-23607399~,,2015/6/26,2999/12/31,2017/7/9 23:45,2015/6/26 16:54,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/d4daec776025dd994c4ed5a72c7c5444.png,,,2017-07-10T00:00:00.73,,
1.06063E+13,10603200027,10,67,南屯園區,狗,F,MEDIUM,咖啡,ADULT,T,N,,,OPEN,,,2017/6/29,2999/12/31,2017/7/9 23:45,2017/6/29 15:33,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/354617b7ce8147a2b15eec5ec2c92c12.png,,,2017-07-10T00:03:04.613,臺中市南屯區中台路601號,04-23850976
1.04062E+13,10406090002,10,91,中途動物醫院,貓,F,SMALL,虎斑,CHILD,T,N,,,OPEN,我在大里區愛普生動物醫院等待認養~Tel:04-24950118~,,2015/6/24,2999/12/31,2017/7/9 23:45,2015/6/24 14:06,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/03ea55506aea51c941d53c0128ca7c16.jpg,,,2017-07-10T00:00:00.417,,
1.0309E+13,10308300006,10,67,南屯園區,貓,M,SMALL,白色,ADULT,T,N,,,OPEN,,,2014/9/2,2999/12/31,2017/7/9 23:45,2014/9/2 17:33,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/59b921362c2127f0d5580d43a8607fb3.png,,,2017-07-09T23:59:38.163,臺中市南屯區中台路601號,04-23850976
1.06063E+13,20170626007,6,61,,貓,M,MEDIUM,虎斑,ADULT,N,N,桃園區,,OPEN,,,2017/6/26,2999/12/31,2017/7/9 23:45,2017/6/26 17:13,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/28188616f613a158e5169e84352aa61c.jpg,,,2017-07-10T00:03:03.723,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765
1.05011E+13,10412296014,10,91,中途動物醫院,狗,F,MEDIUM,黃白,CHILD,T,N,,,OPEN,"我在北屯區""可米動物醫院""等待主人的愛心認養喔！聯絡電話：04-22410842",,2016/1/15,2999/12/31,2017/7/9 23:45,2016/1/11 11:31,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/b0a746d690087ae69287094c4aa5b4ec.png,,,2017-07-10T00:00:31.863,,
1.0606E+13,20170601017,6,61,,貓,F,SMALL,虎斑,CHILD,F,N,龜山區,,OPEN,,,2017/6/1,2999/12/31,2017/7/9 23:45,2017/6/1 17:35,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/8cc606ff530d677d78ee91b279c015c1.jpg,,,2017-07-10T00:02:57.233,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765
1.06061E+13,10606050002,10,91,中途動物醫院,狗,M,SMALL,白色,ADULT,T,N,,,OPEN,我在西區 百科動物醫院開放認養 歡迎來電詢問04-23055172,,2017/6/13,2999/12/31,2017/7/9 23:45,2017/6/9 14:03,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/b83ad71c752c603ce6ca8297b704c25c.png,,,2017-07-10T00:03:01.22,,
1.03091E+13,1.03091E+13,15,71,嘉義市流浪犬收容中心,貓,M,MEDIUM,黑色,ADULT,N,N,彌陀路,,OPEN,,,2014/9/12,2999/12/31,2017/7/9 23:45,2014/9/12 10:27,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/39ad53a7579205ad900fcfc86b8aa79e.jpg,,,2017-07-09T23:59:39.95,"嘉義市彌陀路101號旁(環保局停車場內)
",05-2168661
1.06053E+13,106052603,2,49,臺北市,貓,F,MEDIUM,黃,CHILD,F,N,北安路805巷(北安里),,OPEN,哈囉~我的名字叫安亞，請給漂亮的我一個機會好嗎?我在動物之家等你唷~ ,23994,2017/6/2,2999/12/31,2017/7/9 23:44,2017/5/26 17:09,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1475c0831f7c1b62fe5fe5279273a658.jpg,,,2017-07-10T00:02:57.687,臺北市內湖區潭美街852號,02-87913254;02-87913255
1.06032E+13,0316A21,17,75,高雄市壽山站動物保護教育園區,狗,F,BIG,棕,ADULT,F,N,左營區洲仔北街,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:44,2017/3/20 14:44,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/27fc19ce04344853120bc4c299ddb65f.jpg,,,2017-07-10T00:02:27.533,高雄市鼓山區萬壽路350號,07-5519059
1.06032E+13,0316A9,17,75,高雄市壽山站動物保護教育園區,狗,M,BIG,黑,ADULT,F,N,三民區十全與中華路口,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:44,2017/3/20 14:44,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/e78d9f361985ec22cf041ecb23411264.jpg,,,2017-07-10T00:02:27.567,高雄市鼓山區萬壽路350號,07-5519059
1.06032E+13,0314C4,17,75,高雄市壽山站動物保護教育園區,貓,F,MEDIUM,虎斑,ADULT,F,N,苓雅區尚武路,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:44,2017/3/20 14:44,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/3a68382149b31d8f6f2b88085c0fa009.jpg,,,2017-07-10T00:02:27.58,高雄市鼓山區萬壽路350號,07-5519059
1.06032E+13,0313B1-1,17,75,高雄市壽山站動物保護教育園區,狗,M,MEDIUM,黃,CHILD,F,N,鼓山區國泰休息站,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:44,2017/3/20 14:45,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/07506bcd7e546cb89c6cc8645e73912b.jpg,,,2017-07-10T00:02:27.597,高雄市鼓山區萬壽路350號,07-5519059
1.03083E+13,10308186023,10,91,中途動物醫院,貓,M,SMALL,白色,ADULT,T,N,,,OPEN,南屯區信揚動物醫院開放認養~Tel:04-24722543~,,2014/8/27,2999/12/31,2017/7/9 23:44,2014/8/27 10:52,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/14b1325c3be54d89b18eefb79ac25710.png,,,2017-07-09T23:59:37.027,,
1.06032E+13,0313C4-2,17,75,高雄市壽山站動物保護教育園區,貓,M,BIG,虎斑,ADULT,F,N,鳳山區光遠路,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:44,2017/3/20 14:45,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/5d4c8f9e8ddb5a9ac255dcd43fcc551b.jpg,,,2017-07-10T00:02:27.627,高雄市鼓山區萬壽路350號,07-5519059
1.06032E+13,0311C4-2,17,75,高雄市壽山站動物保護教育園區,貓,F,BIG,黑,ADULT,F,N,左營區辛亥路,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:44,2017/3/20 14:46,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/141e0f12fc18ff5f08f1b19d0dc9b193.jpg,,,2017-07-10T00:02:27.643,高雄市鼓山區萬壽路350號,07-5519059
1.06032E+13,0310A21,17,75,高雄市壽山站動物保護教育園區,狗,F,BIG,虎斑,ADULT,F,N,左營區海軍體育館,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:44,2017/3/20 14:46,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/558f340885bb2e72f9d0ec46cfe551ce.jpg,,,2017-07-10T00:02:27.673,高雄市鼓山區萬壽路350號,07-5519059
1.06032E+13,0309A24-1,17,75,高雄市壽山站動物保護教育園區,狗,M,SMALL,黃,CHILD,F,N,鼓山區歡樂亭,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:44,2017/3/20 14:47,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/d82be377f692cd99e8cc3cb09bfedef0.jpg,,,2017-07-10T00:02:27.69,高雄市鼓山區萬壽路350號,07-5519059
1.06061E+13,0608D7,17,75,高雄市壽山站動物保護教育園區,貓,M,SMALL,虎斑,CHILD,N,N,鼓山區裕誠路,,OPEN,,,2017/6/12,2999/12/31,2017/7/9 23:44,2017/6/12 09:18,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/01ffca808b548b7f9ea29367699bafd2.jpg,,,2017-07-10T00:03:01.067,高雄市鼓山區萬壽路350號,07-5519059
1.06062E+13,外貓15-1060614001,11,69,彰化縣流浪狗中途之家,貓,M,SMALL,黃白,CHILD,F,F,和美鎮,,OPEN,106年6月14日進入收容所，捕捉拾獲地點：和美鎮和港路，即日起開放領養,,2017/6/22,2999/12/31,2017/7/9 23:44,2017/6/22 11:00,彰化縣流浪狗中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/69/6b25733565c7a114e9d3e0990dab9061.png,,,2017-07-10T00:03:02.66,彰化縣員林鎮大峰里阿寶坑426號  請於彰化縣芬園鄉大彰路一段875巷進入,04-8590638
1.0606E+13,106-A003C,13,89,斗南代養場,貓,F,BIG,白色,ADULT,N,N,防疫所,,OPEN,,,2017/6/16,2999/12/31,2017/7/9 23:43,2017/6/2 10:02,雲林縣流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/89/1496390677_89_16cdf55fb6303e03ebab221cd3d9f178.JPG,,,2017-07-10T00:03:01.58,雲林縣斗六市雲林路二段517號,"公告動物均安置於代收容動物醫院,請洽該動物醫院或代養場洽詢辦"
1.06071E+13,10606280007,10,91,中途動物醫院,狗,F,MEDIUM,白色,CHILD,T,N,,,OPEN,我在北屯區 可米動物醫院開放認養 歡迎來電詢問04-22410842,,2017/7/7,2999/12/31,2017/7/9 23:43,2017/7/7 16:46,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/ab7d580130720076cd571b54a578f4a3.png,,,2017-07-10T00:03:07.587,,
1.03042E+13,10303030023,10,91,中途動物醫院,貓,F,SMALL,虎斑,CHILD,T,N,,,OPEN,南屯區信揚動物醫院開放認養~Tel:04-24722543~,,2014/4/15,2999/12/31,2017/7/9 23:43,2014/4/15 15:28,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/689312efebf67966ea2105ad181f799c.png,,,2017-07-09T23:59:22.003,,
1.06051E+13,50205,17,76,高雄市燕巢站動物保護教育園區,狗,M,SMALL,黃,CHILD,N,N,彌陀區文安里 5/4送壽山 欄位:領1-2,,OPEN,,,2017/5/5,2999/12/31,2017/7/9 23:43,2017/5/5 09:31,高雄市燕巢動物保護關愛園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/76/4aedc3dcb3e11a955f4dd277e6bff3dd.jpg,,,2017-07-10T00:02:46.447,高雄市燕巢區師大路98號,07-6051002
1.06032E+13,0309A24-2,17,75,高雄市壽山站動物保護教育園區,狗,M,SMALL,花,CHILD,F,N,鼓山區歡樂亭,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:43,2017/3/20 14:47,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/b9b4432e6405b081b793cff0f4206975.jpg,,,2017-07-10T00:02:27.707,高雄市鼓山區萬壽路350號,07-5519059
1.06032E+13,0307A19,17,75,高雄市壽山站動物保護教育園區,狗,F,BIG,黑,ADULT,F,N,仁武區橫山一巷,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:43,2017/3/20 14:50,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/732e14c904f39470414d4a2c3b59089a.jpg,,,2017-07-10T00:02:27.737,高雄市鼓山區萬壽路350號,07-5519059
1.06063E+13,20170626029,6,61,,貓,F,MEDIUM,虎斑,ADULT,F,N,龜山區,,OPEN,,,2017/6/26,2999/12/31,2017/7/9 23:43,2017/6/26 17:13,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/232ef8119fb2ccec842f408024099721.jpg,,,2017-07-10T00:03:04.253,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765
1.06032E+13,0308A24-2,17,75,高雄市壽山站動物保護教育園區,狗,F,SMALL,虎斑,CHILD,F,N,林園區北汕路,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:43,2017/3/20 14:51,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/878cd473f3928b4d494c4f00c4602108.jpg,,,2017-07-10T00:02:27.753,高雄市鼓山區萬壽路350號,07-5519059
1.06032E+13,0308A24-4,17,75,高雄市壽山站動物保護教育園區,狗,F,SMALL,花,CHILD,F,N,林園區北汕路,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:43,2017/3/20 14:51,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/734e52f7ad044f72982eb05d7e53b1c4.jpg,,,2017-07-10T00:02:27.77,高雄市鼓山區萬壽路350號,07-5519059
1.06032E+13,0308A6,17,75,高雄市壽山站動物保護教育園區,狗,M,BIG,黃,ADULT,F,N,鼓山區鼓山二路,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:43,2017/3/20 14:52,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/cc606e9b5eb0b5357260b183619e8468.jpg,,,2017-07-10T00:02:27.8,高雄市鼓山區萬壽路350號,07-5519059
1.03092E+13,1.03092E+13,15,71,嘉義市流浪犬收容中心,貓,F,MINI,虎斑色,CHILD,N,N,福州四街,,OPEN,,,2014/9/23,2999/12/31,2017/7/9 23:43,2014/9/23 10:28,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/fb9b329a88fba5666437e53a8917eade.jpg,,,2017-07-09T23:59:40.697,"嘉義市彌陀路101號旁(環保局停車場內)
",05-2168661
1.06032E+13,0307A11,17,75,高雄市壽山站動物保護教育園區,狗,M,BIG,黑,ADULT,F,N,仁武區橫山一巷,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:43,2017/3/20 14:52,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/c6324103f48c33738140587713a0a3fc.jpg,,,2017-07-10T00:02:27.817,高雄市鼓山區萬壽路350號,07-5519059
1.06032E+13,0303A11,17,75,高雄市壽山站動物保護教育園區,狗,M,BIG,黑,ADULT,F,N,大寮區鳳林路,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:43,2017/3/20 14:54,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/f5036dfbaccce302beb6fe125acaa720.jpg,,,2017-07-10T00:02:27.83,高雄市鼓山區萬壽路350號,07-5519059
1.03081E+13,10305090014,10,67,南屯園區,貓,F,SMALL,米色,CHILD,T,N,,,OPEN,野貓馴化中，目前可摸但不能抱，緊張時仍會用力咬，被抓住時偶爾會咬,,2014/8/5,2999/12/31,2017/7/9 23:43,2014/8/5 18:08,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/8b51167828aaf24012197d5c9cb30a9b.png,,,2017-07-09T23:59:35.723,臺中市南屯區中台路601號,04-23850976
1.06032E+13,0303Q10-1,17,75,高雄市壽山站動物保護教育園區,狗,M,SMALL,虎斑,CHILD,F,N,小港區沿海四路,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:42,2017/3/20 14:54,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/3bc4ccc9bd2431ca9e49c76c19537073.jpg,,,2017-07-10T00:02:27.86,高雄市鼓山區萬壽路350號,07-5519059
1.06042E+13,20170417007,6,61,,貓,F,SMALL,虎斑,CHILD,F,N,中壢區,,OPEN,,,2017/4/17,2999/12/31,2017/7/9 23:42,2017/4/17 16:33,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/88cf530d49c5c6ffb93d8a70a0ed34d6.jpg,,,2017-07-10T00:02:36.66,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765
1.03093E+13,1.03093E+13,15,71,嘉義市流浪犬收容中心,貓,F,MEDIUM,白色,ADULT,N,N,彌陀路,,OPEN,,,2014/9/25,2999/12/31,2017/7/9 23:42,2014/9/25 17:26,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/3d37dc2023de04328d3ef44857b10f59.jpg,,,2017-07-09T23:59:40.82,"嘉義市彌陀路101號旁(環保局停車場內)
",05-2168661
1.06042E+13,10604130015,10,91,中途動物醫院,狗,F,MEDIUM,其他黑棕,CHILD,T,N,,,OPEN,我在南區 長和動物醫院開放認養 歡迎來電詢問04-22219626,,2017/4/21,2999/12/31,2017/7/9 23:42,2017/4/21 10:30,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/73c2d3ee1b58f4d744a71ca38275ecc2.png,,,2017-07-10T00:02:38.34,,
1.06063E+13,20170626021,6,61,,貓,F,MEDIUM,虎斑,ADULT,N,N,龜山區,,OPEN,,,2017/6/26,2999/12/31,2017/7/9 23:42,2017/6/26 17:13,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/ecbd23efb5eb161bbe38c6fa11319588.jpg,,,2017-07-10T00:03:04.067,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765
1.04041E+13,1.04041E+13,15,71,嘉義市流浪犬收容中心,貓,F,SMALL,黃白色,CHILD,N,N,義教街,,OPEN,,,2015/4/10,2999/12/31,2017/7/9 23:42,2015/4/10 14:15,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/0a7f4fec2e65090c705aaea1c143ec8e.jpg,,,2017-07-09T23:59:54.237,"嘉義市彌陀路101號旁(環保局停車場內)
",05-2168661
1.04041E+13,1.04041E+13,15,71,嘉義市流浪犬收容中心,貓,F,MEDIUM,虎斑色,CHILD,N,N,,,OPEN,,,2015/4/10,2999/12/31,2017/7/9 23:42,2015/4/10 14:36,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/bb4b31f7713f4a44438a755b1b5e536b.jpg,,,2017-07-09T23:59:54.44,"嘉義市彌陀路101號旁(環保局停車場內)
",05-2168661
1.041E+13,10408316026,10,91,中途動物醫院,貓,F,SMALL,其他白底三花虎斑,CHILD,T,N,,,OPEN,"我在潭子區""聖安動物醫院""等待主人的愛心認養喔！聯絡電話：04-25350238",,2015/10/8,2999/12/31,2017/7/9 23:42,2015/10/1 18:27,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/cf5c2f26a402a0d4d07d5a3558eda83c.png,,,2017-07-10T00:00:13.583,,
1.04051E+13,1.04051E+13,15,71,嘉義市流浪犬收容中心,貓,F,MINI,虎斑色,CHILD,N,N,文化路,,OPEN,,,2015/5/13,2999/12/31,2017/7/9 23:42,2015/5/13 17:43,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/cafc1e81391e5106fe70792f7386d4c4.jpg,,,2017-07-09T23:59:56.797,"嘉義市彌陀路101號旁(環保局停車場內)
",05-2168661
1.04061E+13,1.04061E+13,15,71,嘉義市流浪犬收容中心,貓,F,SMALL,虎斑色,CHILD,N,N,大業國中,,OPEN,,,2015/6/12,2999/12/31,2017/7/9 23:41,2015/6/12 17:04,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/43d1d027da19f04b51f8691aa472e5d4.jpg,,,2017-07-09T23:59:59.513,"嘉義市彌陀路101號旁(環保局停車場內)
",05-2168661
1.06032E+13,0301A21,17,75,高雄市壽山站動物保護教育園區,狗,M,BIG,黃,ADULT,F,N,左營區自由一路,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:41,2017/3/20 14:55,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/6f100514d8a832da6d09dd9845a250f1.jpg,,,2017-07-10T00:02:27.877,高雄市鼓山區萬壽路350號,07-5519059
1.06032E+13,0301A24-7,17,75,高雄市壽山站動物保護教育園區,狗,F,SMALL,棕,CHILD,F,N,鼓山區維也納,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:41,2017/3/20 14:56,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/76ddbd8a0d685883f16cad12dabf92f3.jpg,,,2017-07-10T00:02:27.893,高雄市鼓山區萬壽路350號,07-5519059
1.0605E+13,10604110014,10,91,中途動物醫院,狗,F,MEDIUM,黑色,CHILD,T,N,,,OPEN,我在金生動物醫院開放認養 歡迎來電詢問04-23282369,,2017/5/2,2999/12/31,2017/7/9 23:41,2017/5/2 13:15,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/643bf07029fb79fb273c338c63ab0d40.png,,,2017-07-10T00:02:44.34,,
1.04082E+13,1.04082E+13,15,71,嘉義市流浪動物收容所,貓,M,SMALL,虎斑色,CHILD,N,N,,,OPEN,,,2015/8/21,2999/12/31,2017/7/9 23:41,2015/8/21 13:52,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/ae4f75040794a9e4536f961936969e88.jpg,,,2017-07-10T00:00:07.35,"嘉義市彌陀路101號旁(環保局停車場內)
",05-2168661
1.06032E+13,0301A24-8,17,75,高雄市壽山站動物保護教育園區,狗,M,SMALL,黃,CHILD,F,N,鼓山區維也納,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:41,2017/3/20 14:56,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/9c29ae263dc2b4a15d2aa82f08e0a8dd.jpg,,,2017-07-10T00:02:27.923,高雄市鼓山區萬壽路350號,07-5519059
1.06032E+13,0301A24-9,17,75,高雄市壽山站動物保護教育園區,狗,F,SMALL,棕,CHILD,F,N,鼓山區維也納,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:41,2017/3/20 14:57,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/46c79e20643d33a2af68e6a89fe405c0.jpg,,,2017-07-10T00:02:27.94,高雄市鼓山區萬壽路350號,07-5519059
1.06032E+13,0224A14-2,17,75,高雄市壽山站動物保護教育園區,狗,F,BIG,黑,ADULT,F,N,鼓山區龍德路,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:41,2017/3/20 14:58,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/2e26fdc6a7204ef8cf6660cc22c37378.jpg,,,2017-07-10T00:02:27.957,高雄市鼓山區萬壽路350號,07-5519059
1.04083E+13,1.04083E+13,15,71,嘉義市流浪動物收容所,貓,M,SMALL,白底虎斑,CHILD,N,N,重慶路,,OPEN,,,2015/8/28,2999/12/31,2017/7/9 23:41,2015/8/28 09:57,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/b86356195dc7cc5790d3c7ee88139ce6.jpg,,,2017-07-10T00:00:08.003,"嘉義市彌陀路101號旁(環保局停車場內)
",05-2168661
1.06032E+13,0223A14,17,75,高雄市壽山站動物保護教育園區,狗,F,BIG,黑,ADULT,N,N,林園區清水岩路,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:41,2017/3/20 14:59,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/5e192604dba68eec158608147238e449.jpg,,,2017-07-10T00:02:27.987,高雄市鼓山區萬壽路350號,07-5519059
1.05082E+13,10507280002,10,91,中途動物醫院,貓,F,SMALL,黑白,CHILD,T,N,,,OPEN,我在南區 尼昂貓專科動物醫院開放認養 歡迎來電詢問04-22601470,,2016/8/15,2999/12/31,2017/7/9 23:41,2016/8/15 13:24,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/0d3a6f4634eaed30c7b9c615e482f29a.png,,,2017-07-10T00:01:24.517,,
